Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
netherlands-2026-away-shirt,Netherlands 2026 Away Shirt,"<p>The Netherlands 2026 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Away, Netherlands, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/2b5b9bdf.jpg,1,Netherlands 2026 Away Shirt,Netherlands 2026 Away Shirt,"Shop the Netherlands 2026 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
netherlands-2026-away-shirt,,,,,,,Size,S,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,M,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,M,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,L,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,L,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,XL,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,XL,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,XXL,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,XXL,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,3XL,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,3XL,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,4XL,Version,Fan,NETHERLANDS-2026-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-away-shirt,,,,,,,Size,4XL,Version,Player,NETHERLANDS-2026-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,Netherlands 2026 Home Shirt,"<p>The Netherlands 2026 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Home, Netherlands, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/e6731279.jpg,1,Netherlands 2026 Home Shirt,Netherlands 2026 Home Shirt,"Shop the Netherlands 2026 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
netherlands-2026-home-shirt,,,,,,,Size,S,Version,Player,NETHERLANDS-2026-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,M,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,M,Version,Player,NETHERLANDS-2026-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,L,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,L,Version,Player,NETHERLANDS-2026-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,XL,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,XL,Version,Player,NETHERLANDS-2026-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,XXL,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,XXL,Version,Player,NETHERLANDS-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,3XL,Version,Player,NETHERLANDS-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,NETHERLANDS-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
netherlands-2026-home-shirt,,,,,,,Size,4XL,Version,Player,NETHERLANDS-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,Newcastle United 2025/26 Home Shirt,"<p>The Newcastle United 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Home, Newcastle United, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/50ccd8a2.jpg,1,Newcastle United 2025/26 Home Shirt,Newcastle United 2025/26 Home Shirt,"Shop the Newcastle United 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
newcastle-united-2025-26-home-shirt,,,,,,,Size,S,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,M,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,L,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
newcastle-united-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,NEWCASTLE-UNITED-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
norway-2026-away-shirt,Norway 2026 Away Shirt,"<p>The Norway 2026 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Away, Norway, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,NORWAY-2026-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/e6f4287c.jpg,1,Norway 2026 Away Shirt,Norway 2026 Away Shirt,"Shop the Norway 2026 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
norway-2026-away-shirt,,,,,,,Size,S,Version,Player,NORWAY-2026-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,M,Version,Fan,NORWAY-2026-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,M,Version,Player,NORWAY-2026-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,L,Version,Fan,NORWAY-2026-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,L,Version,Player,NORWAY-2026-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,XL,Version,Fan,NORWAY-2026-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,XL,Version,Player,NORWAY-2026-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,XXL,Version,Fan,NORWAY-2026-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,XXL,Version,Player,NORWAY-2026-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,3XL,Version,Fan,NORWAY-2026-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,3XL,Version,Player,NORWAY-2026-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,4XL,Version,Fan,NORWAY-2026-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
norway-2026-away-shirt,,,,,,,Size,4XL,Version,Player,NORWAY-2026-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,Portugal 2026 Home Shirt,"<p>The Portugal 2026 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Home, Portugal, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,PORTUGAL-2026-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/970881ed.jpg,1,Portugal 2026 Home Shirt,Portugal 2026 Home Shirt,"Shop the Portugal 2026 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
portugal-2026-home-shirt,,,,,,,Size,S,Version,Player,PORTUGAL-2026-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,M,Version,Fan,PORTUGAL-2026-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,M,Version,Player,PORTUGAL-2026-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,L,Version,Fan,PORTUGAL-2026-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,L,Version,Player,PORTUGAL-2026-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,XL,Version,Fan,PORTUGAL-2026-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,XL,Version,Player,PORTUGAL-2026-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,XXL,Version,Fan,PORTUGAL-2026-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,XXL,Version,Player,PORTUGAL-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,PORTUGAL-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,3XL,Version,Player,PORTUGAL-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,PORTUGAL-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
portugal-2026-home-shirt,,,,,,,Size,4XL,Version,Player,PORTUGAL-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,Real Betis 2025/26 Home Shirt,"<p>The Real Betis 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Home, Real Betis, La Liga, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/a8ac6060.jpg,1,Real Betis 2025/26 Home Shirt,Real Betis 2025/26 Home Shirt,"Shop the Real Betis 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
real-betis-2025-26-home-shirt,,,,,,,Size,S,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,M,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,L,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,REAL-BETIS-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-betis-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,REAL-BETIS-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,Real Madrid 2025/26 Away Shirt,"<p>The Real Madrid 2025/26 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Away, Real Madrid, La Liga, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/8278bd6a.jpg,1,Real Madrid 2025/26 Away Shirt,Real Madrid 2025/26 Away Shirt,"Shop the Real Madrid 2025/26 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
real-madrid-2025-26-away-shirt,,,,,,,Size,S,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,M,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,M,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,L,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,L,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,XL,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,XL,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,XXL,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,XXL,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,3XL,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,3XL,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,4XL,Version,Fan,REAL-MADRID-2025-26-AWAY-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-away-shirt,,,,,,,Size,4XL,Version,Player,REAL-MADRID-2025-26-AWAY-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,Real Madrid 2025/26 Home Shirt,"<p>The Real Madrid 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Home, Real Madrid, La Liga, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/bcd2f696.jpg,1,Real Madrid 2025/26 Home Shirt,Real Madrid 2025/26 Home Shirt,"Shop the Real Madrid 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
real-madrid-2025-26-home-shirt,,,,,,,Size,S,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,M,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,L,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,REAL-MADRID-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
real-madrid-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,REAL-MADRID-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
spain-2026-away-shirt,Spain 2026 Away Shirt,"<p>The Spain 2026 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Away, Spain, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,SPAIN-2026-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/e88a0e7e.jpg,1,Spain 2026 Away Shirt,Spain 2026 Away Shirt,"Shop the Spain 2026 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
spain-2026-away-shirt,,,,,,,Size,S,Version,Player,SPAIN-2026-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
