Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
brazil-2026-home-shirt,,,,,,,Size,XXL,Version,Player,BRAZIL-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
brazil-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,BRAZIL-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
brazil-2026-home-shirt,,,,,,,Size,3XL,Version,Player,BRAZIL-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
brazil-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,BRAZIL-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
brazil-2026-home-shirt,,,,,,,Size,4XL,Version,Player,BRAZIL-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,Chelsea 2025/26 Home Shirt,"<p>The Chelsea 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Home, Chelsea, Premier League, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/5213aeb8.jpg,1,Chelsea 2025/26 Home Shirt,Chelsea 2025/26 Home Shirt,"Shop the Chelsea 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
chelsea-2025-26-home-shirt,,,,,,,Size,S,Version,Player,CHELSEA-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,M,Version,Player,CHELSEA-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,L,Version,Player,CHELSEA-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,CHELSEA-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,CHELSEA-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,CHELSEA-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,CHELSEA-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
chelsea-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,CHELSEA-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
france-2026-home-shirt,France 2026 Home Shirt,"<p>The France 2026 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Home, France, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,FRANCE-2026-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/96ff9dd2.jpg,1,France 2026 Home Shirt,France 2026 Home Shirt,"Shop the France 2026 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
france-2026-home-shirt,,,,,,,Size,S,Version,Player,FRANCE-2026-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,M,Version,Fan,FRANCE-2026-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,M,Version,Player,FRANCE-2026-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,L,Version,Fan,FRANCE-2026-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,L,Version,Player,FRANCE-2026-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,XL,Version,Fan,FRANCE-2026-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,XL,Version,Player,FRANCE-2026-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,XXL,Version,Fan,FRANCE-2026-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,XXL,Version,Player,FRANCE-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,FRANCE-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,3XL,Version,Player,FRANCE-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,FRANCE-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
france-2026-home-shirt,,,,,,,Size,4XL,Version,Player,FRANCE-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,Germany 2026/27 Away Shirt,"<p>The Germany 2026/27 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026/27, Away, Germany, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/041f7e6d.jpg,1,Germany 2026/27 Away Shirt,Germany 2026/27 Away Shirt,"Shop the Germany 2026/27 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
germany-2026-27-away-shirt,,,,,,,Size,S,Version,Player,GERMANY-2026-27-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,M,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,M,Version,Player,GERMANY-2026-27-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,L,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,L,Version,Player,GERMANY-2026-27-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,XL,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,XL,Version,Player,GERMANY-2026-27-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,XXL,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,XXL,Version,Player,GERMANY-2026-27-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,3XL,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,3XL,Version,Player,GERMANY-2026-27-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,4XL,Version,Fan,GERMANY-2026-27-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
germany-2026-27-away-shirt,,,,,,,Size,4XL,Version,Player,GERMANY-2026-27-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,Japan 2025/26 Home Shirt,"<p>The Japan 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2025/26, Home, Japan, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,JAPAN-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/866a85f6.jpg,1,Japan 2025/26 Home Shirt,Japan 2025/26 Home Shirt,"Shop the Japan 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
japan-2025-26-home-shirt,,,,,,,Size,S,Version,Player,JAPAN-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,JAPAN-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,M,Version,Player,JAPAN-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,JAPAN-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,L,Version,Player,JAPAN-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,JAPAN-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,JAPAN-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,JAPAN-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,JAPAN-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,JAPAN-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,JAPAN-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,JAPAN-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
japan-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,JAPAN-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,Manchester City 2025/26 Away Shirt,"<p>The Manchester City 2025/26 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Away, Manchester City, Premier League, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/dec5bf30.jpg,1,Manchester City 2025/26 Away Shirt,Manchester City 2025/26 Away Shirt,"Shop the Manchester City 2025/26 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
manchester-city-2025-26-away-shirt,,,,,,,Size,S,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,M,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,M,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,L,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,L,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,XL,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,XL,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,XXL,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,XXL,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,3XL,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,3XL,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,4XL,Version,Fan,MANCHESTER-CITY-2025-26-AWAY-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
manchester-city-2025-26-away-shirt,,,,,,,Size,4XL,Version,Player,MANCHESTER-CITY-2025-26-AWAY-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,Manchester United 2025/26 Home Shirt,"<p>The Manchester United 2025/26 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",Previous Season,Club Jersey,"Previous Season, 2025/26, Home, Manchester United, Premier League, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-S-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/237ef735.jpg,1,Manchester United 2025/26 Home Shirt,Manchester United 2025/26 Home Shirt,"Shop the Manchester United 2025/26 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
manchester-united-2025-26-home-shirt,,,,,,,Size,S,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-S-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,M,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-M-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,M,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-M-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,L,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-L-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,L,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-L-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,XL,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-XL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,XL,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-XL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,XXL,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-XXL-FAN,200,,continue,manual,129.00,169.00,66.66,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,XXL,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-XXL-PV,200,,continue,manual,169.00,219.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,3XL,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-3XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,3XL,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-3XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,4XL,Version,Fan,MANCHESTER-UNITED-2025-26-HOME-SHIRT-4XL-FAN,200,,continue,manual,144.00,184.00,72.72,TRUE,TRUE,,,,,,
manchester-united-2025-26-home-shirt,,,,,,,Size,4XL,Version,Player,MANCHESTER-UNITED-2025-26-HOME-SHIRT-4XL-PV,200,,continue,manual,184.00,234.00,78.78,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,Mexico 2026 Home Shirt,"<p>The Mexico 2026 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Home, Mexico, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,MEXICO-2026-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/d145700e.jpg,1,Mexico 2026 Home Shirt,Mexico 2026 Home Shirt,"Shop the Mexico 2026 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
mexico-2026-home-shirt,,,,,,,Size,S,Version,Player,MEXICO-2026-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,M,Version,Fan,MEXICO-2026-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,M,Version,Player,MEXICO-2026-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,L,Version,Fan,MEXICO-2026-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,L,Version,Player,MEXICO-2026-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,XL,Version,Fan,MEXICO-2026-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,XL,Version,Player,MEXICO-2026-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,XXL,Version,Fan,MEXICO-2026-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,XXL,Version,Player,MEXICO-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,MEXICO-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,3XL,Version,Player,MEXICO-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,MEXICO-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
mexico-2026-home-shirt,,,,,,,Size,4XL,Version,Player,MEXICO-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,Morocco 2026 Away Shirt,"<p>The Morocco 2026 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Away, Morocco, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,MOROCCO-2026-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/9a3962fe.jpg,1,Morocco 2026 Away Shirt,Morocco 2026 Away Shirt,"Shop the Morocco 2026 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
morocco-2026-away-shirt,,,,,,,Size,S,Version,Player,MOROCCO-2026-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,M,Version,Fan,MOROCCO-2026-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,M,Version,Player,MOROCCO-2026-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,L,Version,Fan,MOROCCO-2026-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,L,Version,Player,MOROCCO-2026-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,XL,Version,Fan,MOROCCO-2026-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,XL,Version,Player,MOROCCO-2026-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,XXL,Version,Fan,MOROCCO-2026-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,XXL,Version,Player,MOROCCO-2026-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,3XL,Version,Fan,MOROCCO-2026-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,3XL,Version,Player,MOROCCO-2026-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,4XL,Version,Fan,MOROCCO-2026-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
morocco-2026-away-shirt,,,,,,,Size,4XL,Version,Player,MOROCCO-2026-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
